State,Value
1 11   1 1  ,-0.857375
1 11   1 1 1,0.692223141
1 11   1 11 ,-0.174182797
1 11   1 111,-1.631155937
1 11   11   ,-1.472118234
1 11   11  1,-0.0475
1 11   11 1 ,-0.129057797
1 11   11 11,-1.766649687
1 11   111  ,-0.038689047
1 11   111 1,-1.631155937
1 11   1111 ,-1.766649687
1 11   11111,-0.09036875
1 11  1     ,-0.028480912
1 11  1    1,-0.779895093
1 11  1   1 ,-1.729895093
1 11  1   11,-0.081557797
1 11  1  1  ,-1.562486984
1 11  1  1 1,-0.081557797
1 11  1  11 ,-0.081557797
1 11  1  111,-0.864149687
1 11  1 1   ,-1.729895093
1 11  1 1  1,-0.081557797
1 11  1 1 1 ,0
1 11  1 1 11,-0.864149687
1 11  1 11  ,-0.257776859
1 11  1 11 1,-1.581155937
1 11  1 111 ,-0.95
1 11  1 1111,-0.09036875
1 11  11    ,-0.773780937
1 11  11   1,-0.95
1 11  11  1 ,0
1 11  11  11,-1.631155937
1 11  11 1  ,0.006435953
1 11  11 1 1,-1.678655937
1 11  11 11 ,-2.581155937
1 11  11 111,-0.09036875
1 11  111   ,-0.129057797
1 11  111  1,-0.816649687
1 11  111 1 ,-1.766649687
1 11  111 11,0.85963125
1 11  1111  ,-0.95
1 11  1111 1,-0.99286875
1 11  111111,-0.807375
1 11 1      ,1.652675026
1 11 1     1,-0.95
1 11 1    1 ,-0.95
1 11 1    11,1.9025
1 11 1   1  ,-1.376993234
1 11 1   1 1,-0.081557797
1 11 1   11 ,-0.174182797
1 11 1   111,-1.631155937
1 11 1  1   ,-1.729895093
1 11 1  1  1,0.870942203
1 11 1  1 1 ,0.961310953
1 11 1  1 11,-1.766649687
1 11 1  11  ,-0.943564047
1 11 1  11 1,-1.678655937
1 11 1  111 ,-0.909274687
1 11 1  1111,-0.09036875
1 11 1 1    ,-1.562486984
1 11 1 1   1,1
1 11 1 1  1 ,0.728317203
1 11 1 1  11,-1.766649688
1 11 1 1 1  ,-0.257776859
1 11 1 1 1 1,-2.581155937
1 11 1 1 11 ,0.183350313
1 11 1 1 111,0.95713125
1 11 1 11   ,-0.086189047
1 11 1 11  1,-1.766649687
1 11 1 11 1 ,-1.581155937
1 11 1 11 11,0.90963125
1 11 1 111  ,-0.766649687
1 11 1 111 1,-0.09036875
1 11 1 1111 ,0.85963125
1 11 1 11111,-1.807375
1 11 11     ,-0.904875
1 11 11    1,2.678317203
1 11 11   1 ,1.820942203
1 11 11   11,-1.766649687
1 11 11  1  ,-0.129057797
1 11 11  1 1,-1.766649687
1 11 11  11 ,-1.766649687
1 11 11  111,1.85963125
1 11 11 1   ,2.678317203
1 11 11 1  1,-1.766649687
1 11 11 1 1 ,-0.864149687
1 11 11 1 11,-0.09036875
1 11 11 11  ,-1.766649687
1 11 11 11 1,1.85963125
1 11 11 111 ,-0.09036875
1 11 11 1111,-1.807375
1 11 111    ,0
1 11 111   1,-2.581155937
1 11 111  1 ,-1.766649687
1 11 111  11,0.90963125
1 11 111 1  ,-1.766649687
1 11 111 1 1,0.90963125
1 11 111 11 ,0.85963125
1 11 111 111,-1.807375
1 11 1111   ,-1.766649687
1 11 1111  1,-0.09036875
1 11 1111 1 ,-0.09036875
1 11 1111 11,-0.904875
1 11 11111  ,-0.09036875
1 11 11111 1,-1.807375
1 11 111111 ,-1.807375
1 11 1111111,0.9525
1 111       ,-0.95
1 111      1,-1.687026343
1 111     1 ,-1.807375
1 111     11,-0.081557797
1 111    1  ,0.036754595
1 111    1 1,-0.129057797
1 111    11 ,-0.081557797
1 111    111,-0.816649687
1 111   1   ,-1.641901343
1 111   1  1,0.9025
1 111   1 1 ,-0.038689047
1 111   1 11,-1.766649687
1 111   11  ,-0.081557797
1 111   11 1,-1.766649687
1 111   111 ,-1.631155937
1 111   1111,-0.04286875
1 111  1    ,-0.857375
1 111  1   1,1.549598141
1 111  1  1 ,1.549598141
1 111  1  11,-1.723780938
1 111  1 1  ,-0.038689047
1 111  1 1 1,-1.631155937
1 111  1 11 ,-2.581155937
1 111  1 111,-0.99286875
1 111  11   ,0.728317203
1 111  11  1,-0.909274687
1 111  11 1 ,-2.581155937
1 111  11 11,-0.13549375
1 111  111  ,-2.581155937
1 111  111 1,-0.09036875
1 111  1111 ,-0.09036875
1 111  11111,-1.807375
1 111 1     ,-2.376993234
1 111 1    1,-0.95
1 111 1   1 ,-0.129057797
1 111 1   11,0.085850313
1 111 1  1  ,-0.086189047
1 111 1  1 1,-0.864149687
1 111 1  11 ,0.085850313
1 111 1  111,-0.13549375
1 111 1 1   ,0
1 111 1 1  1,-1.766649687
1 111 1 1 1 ,-1.766649687
1 111 1 1 11,-0.99286875
1 111 1 11  ,-2.581155937
1 111 1 11 1,-0.13549375
1 111 1 111 ,-0.09036875
1 111 1 1111,1.045125
1 111 11    ,-0.896064047
1 111 11   1,-1.766649687
1 111 11  1 ,-1.631155937
1 111 11  11,-0.09036875
1 111 11 1  ,-0.864149687
1 111 11 1 1,-0.99286875
1 111 11 11 ,-0.99286875
1 111 11 111,-1.807375
1 111 111   ,-1.766649687
1 111 111  1,-0.09036875
1 111 111 1 ,1.71700625
1 111 111 11,-1.807375
1 111 1111  ,-0.99286875
1 111 1111 1,-0.807375
1 111 11111 ,-0.904875
1 111 111111,-0.0475
1 1111      ,-2.505712296
1 1111     1,2.678317203
1 1111    1 ,2.637591891
1 1111    11,-2.581155937
1 1111   1  ,-0.95
1 1111   1 1,-2.581155938
1 1111   11 ,-2.581155937
1 1111   111,-0.99286875
1 1111  1   ,0.820942203
1 1111  1  1,-1.766649687
1 1111  1 1 ,-1.766649687
1 1111  1 11,1.85963125
1 1111  11  ,-1.581155937
1 1111  11 1,2.71700625
1 1111  111 ,-0.99286875
1 1111  1111,-1.807375
1 1111 1    ,-0.95
1 1111 1   1,-2.581155937
1 1111 1  1 ,-1.766649687
1 1111 1  11,1.85963125
1 1111 1 1  ,-0.95
1 1111 1 1 1,-0.99286875
1 1111 1 11 ,1.85963125
1 1111 1 111,-1.807375
1 1111 11   ,-1.581155937
1 1111 11  1,0.95713125
1 1111 11 1 ,1.76700625
1 1111 11 11,-1.807375
1 1111 111  ,-0.99286875
1 1111 111 1,-1.807375
1 1111 1111 ,1.045125
1 1111 11111,-0.0475
1 11111     ,0.825817203
1 11111    1,-1.766649687
1 11111   1 ,-1.766649687
1 11111   11,0.00713125
1 11111  1  ,-1.766649687
1 11111  1 1,1.76700625
1 11111  11 ,-0.99286875
1 11111  111,-1.807375
1 11111 1   ,-2.581155937
1 11111 1  1,-0.09036875
1 11111 1 1 ,-0.09036875
1 11111 1 11,-1.807375
1 11111 11  ,-0.99286875
1 11111 11 1,-0.904875
1 11111 111 ,-0.904875
1 11111 1111,-0.0475
1 111111    ,-1.581155937
1 111111   1,1.71700625
1 111111  1 ,-0.99286875
1 111111  11,-1.807375
1 111111 1  ,0.00713125
1 111111 1 1,-0.904875
1 111111 11 ,-1.807375
1 111111 111,0.9525
1 1111111   ,-0.09036875
1 1111111  1,-1.807375
1 1111111 1 ,0.095125
1 1111111 11,-0.0475
1 11111111  ,-1.807375
1 11111111 1,-0.0475
1 111111111 ,-0.0475
1 1111111111,0.05
11,-0.03151247
11         1,0.033171022
11        1 ,-0.665166275
11        11,-0.034916865
11       1  ,-0.665166275
11       1 1,-0.073605912
11       11 ,-0.034916865
11       111,-0.698337296
11      1   ,-0.665166275
11      1  1,-0.073605912
11      1 1 ,-0.073605912
11      1 11,0.036754595
11      11  ,-0.073605912
11      11 1,0.077479907
11      111 ,-0.737026343
11      1111,-0.943564047
11     1    ,-0.665166275
11     1   1,-0.034916865
11     1  1 ,-0.034916865
11     1  11,-0.698337296
11     1 1  ,-0.073605912
11     1 1 1,-0.737026343
11     1 11 ,-0.737026343
11     1 111,-0.122283109
11     11   ,-0.034916865
11     11  1,0.036754595
11     11 1 ,-0.698337296
11     11 11,-1.031557797
11     111  ,0.036754595
11     111 1,-0.129057797
11     1111 ,-0.174182797
11     11111,-1.631155937
11    1     ,-0.695484916
11    1    1,-0.073605912
11    1   1 ,-0.034916865
11    1   11,-0.737026343
11    1  1  ,-0.073605912
11    1  1 1,-0.741206046
11    1  11 ,-0.820620405
11    1  111,-0.988689047
11    1 1   ,0
11    1 1  1,-0.784526343
11    1 1 1 ,-0.737026343
11    1 1 11,-1.031557797
11    1 11  ,-0.779895093
11    1 11 1,-0.122283109
11    1 111 ,-0.214908109
11    1 1111,-0.864149687
11    11    ,-0.034916865
11    11   1,-0.737026343
11    11  1 ,-0.737026343
11    11  11,-0.038689047
11    11 1  ,0.077479907
11    11 1 1,-0.169783109
11    11 11 ,-0.122283109
11    11 111,-1.678655937
11    111   ,-0.569618234
11    111  1,-0.988689047
11    111 1 ,-0.038689047
11    111 11,-0.816649687
11    1111  ,-1.031557797
11    1111 1,-0.723780937
11    11111 ,-0.864149687
11    111111,-0.99286875
11   1      ,-0.695484916
11   1     1,-0.073605912
11   1    1 ,-0.034916865
11   1    11,0.077479907
11   1   1  ,-0.034916865
11   1   1 1,-0.737026343
11   1   11 ,-1.555712296
11   1   111,-0.081557797
11   1  1   ,0.657306276
11   1  1  1,-0.737026343
11   1  1 1 ,-0.95
11   1  1 11,-0.943564047
11   1  11  ,-0.779895093
11   1  11 1,-0.122283109
11   1  111 ,-1.031557797
11   1  1111,-0.864149688
11   1 1    ,0
11   1 1   1,-0.737026343
11   1 1  1 ,-0.779895093
11   1 1  11,-0.95
11   1 1 1  ,-0.737026343
11   1 1 1 1,-0.081557797
11   1 1 11 ,-0.174182797
11   1 1 111,-0.816649687
11   1 11   ,-0.95
11   1 11  1,-0.081557797
11   1 11 1 ,-0.038689047
11   1 11 11,-0.816649688
11   1 111  ,-0.174182797
11   1 111 1,0.085850313
11   1 1111 ,-0.816649687
11   1 11111,-0.99286875
11   11     ,0
11   11    1,-0.779895093
11   11   1 ,-0.820620405
11   11   11,-0.122283109
11   11  1  ,-0.779895093
11   11  1 1,-0.081557797
11   11  11 ,-0.081557797
11   11  111,-1.678655937
11   11 1   ,-1.514986984
11   11 1  1,0.644723141
11   11 1 1 ,-0.081557797
11   11 1 11,-0.864149687
11   11 11 1,0.085850313
11   11 111 ,-0.816649687
11   11 1111,-0.09036875
11   111    ,-1.594401343
11   111   1,-0.038689047
11   111  1 ,-0.038689047
11   111  11,-1.678655937
11   111 1  ,-0.081557797
11   111 1 1,-0.816649687
11   111 11 ,-1.766649687
11   111 111,-0.99286875
11   1111   ,-0.038689047
11   1111  1,-0.909274687
11   1111 1 ,-1.766649687
11   1111 11,-0.99286875
11   11111  ,-1.678655937
11   11111 1,-0.99286875
11   111111 ,1.85963125
11   1111111,0.095125
11  1       ,-0.665166275
11  1      1,-0.034916865
11  1     1 ,-0.034916865
11  1     11,0.036754595
11  1    1  ,-0.073605912
11  1    1 1,-0.737026343
11  1    11 ,-0.657611984
11  1    111,-0.896064047
11  1   1   ,-0.034916865
11  1   1  1,-0.737026343
11  1   1 1 ,-0.737026343
11  1   1 11,-0.081557797
11  1   11  ,-0.779895093
11  1   11 1,-0.086189047
11  1   111 ,-0.896064047
11  1   1111,0.085850313
11  1  1    ,-0.034916865
11  1  1   1,-1.472118234
11  1  1  1 ,-0.737026343
11  1  1  11,-0.081557797
11  1  1 1  ,0.036754595
11  1  1 1 1,-0.081557797
11  1  1 11 ,-0.081557797
11  1  1 111,-0.816649687
11  1  11   ,0.036754595
11  1  11  1,-0.081557797
11  1  11 1 ,-0.038689047
11  1  11 11,-1.631155937
11  1  111  ,-0.038689047
11  1  111 1,-0.864149687
11  1  1111 ,-1.631155937
11  1  11111,0.85963125
11  1 1     ,-0.034916865
11  1 1    1,-0.95
11  1 1   1 ,-0.737026343
11  1 1   11,-0.174182797
11  1 1  1  ,-0.868120405
11  1 1  1 1,-0.086189047
11  1 1  11 ,0.692223141
11  1 1  111,0.085850313
11  1 1 1   ,-1.729895093
11  1 1 1  1,0
11  1 1 1 1 ,0.775817203
11  1 1 1 11,-0.95
11  1 1 11  ,1.549598141
11  1 1 11 1,0.993225313
11  1 1 111 ,-1.766649687
11  1 1 1111,-0.99286875
11  1 11    ,-1.472118234
11  1 11   1,-0.038689047
11  1 11  1 ,-0.086189047
11  1 11  11,-1.631155937
11  1 11 1  ,-1.072283109
11  1 11 1 1,-0.909274687
11  1 11 11 ,-0.816649687
11  1 11 111,0.76700625
11  1 111   ,-0.857375
11  1 111  1,-1.631155937
11  1 111 1 ,-1.631155937
11  1 111 11,-0.09036875
11  1 1111  ,-1.766649687
11  1 1111 1,-0.09036875
11  1 11111 ,-0.99286875
11  1 111111,-1.807375
11  11      ,-0.034916865
11  11     1,-0.737026343
11  11    1 ,-0.737026343
11  11    11,-0.081557797
11  11   1  ,-0.737026343
11  11   1 1,-0.081557797
11  11   11 ,-0.038689047
11  11   111,-0.728655937
11  11  1   ,-0.691901343
11  11  1  1,-0.081557797
11  11  1 1 ,0
11  11  1 11,-0.816649687
11  11  11  ,0.692223141
11  11  11 1,-0.816649687
11  11  111 ,0.085850313
11  11  1111,-0.99286875
11  11 1    ,-0.779895093
11  11 1   1,-0.081557797
11  11 1  1 ,-0.038689047
11  11 1  11,0.085850313
11  11 1 1  ,-0.081557797
11  11 1 1 1,0.040725313
11  11 1 11 ,-1.631155937
11  11 1 111,-0.99286875
11  11 11   ,-0.081557797
11  11 11  1,0.085850313
11  11 11 1 ,-0.909274688
11  11 11 11,-0.99286875
11  11 111  ,-1.631155937
11  11 111 1,-0.99286875
11  11 1111 ,-0.99286875
11  11 11111,-0.857375
11  111     ,-0.896064047
11  111    1,1.678317203
11  111   1 ,-0.081557797
11  111   11,0.085850313
11  111  1  ,-0.081557797
11  111  1 1,-1.766649687
11  111  11 ,-1.631155937
11  111  111,-0.99286875
11  111 1   ,0.599598141
11  111 1  1,-1.766649687
11  111 1 1 ,-1.766649687
11  111 1 11,-0.99286875
11  111 11  ,-1.723780937
11  111 11 1,-0.09036875
11  111 111 ,-0.99286875
11  111 1111,-1.807375
11  1111    ,1.637591891
11  1111   1,-1.766649687
11  1111  1 ,-1.766649687
11  1111  11,-0.09036875
11  1111 1  ,-0.773780937
11  1111 1 1,-0.09036875
11  1111 11 ,-0.99286875
11  1111 111,-1.807375
11  11111   ,-1.766649687
11  11111  1,-0.99286875
11  11111 1 ,1.85963125
11  11111 11,0.095125
11  111111  ,-0.99286875
11  111111 1,0.095125
11  1111111 ,-0.904875
11  11111111,0.9525
11 1        ,-0.703855321
11 1       1,-0.073605912
11 1      1 ,-0.034916865
11 1      11,0.077479907
11 1     1  ,-0.073605912
11 1     1 1,0.077479907
11 1     11 ,-0.779895093
11 1     111,-0.081557797
11 1    1   ,0
11 1    1  1,-0.737026343
11 1    1 1 ,-0.820620405
11 1    1 11,-0.896064047
11 1    11  ,-0.779895093
11 1    11 1,-0.174182797
11 1    111 ,-0.038689047
11 1    1111,-1.631155937
11 1   1    ,-0.034916865
11 1   1   1,-0.737026343
11 1   1  1 ,-0.779895093
11 1   1  11,-0.081557797
11 1   1 1  ,-0.779895093
11 1   1 1 1,-0.081557797
11 1   1 11 ,-0.038689047
11 1   1 111,-0.816649687
11 1   11   ,-1.472118234
11 1   11  1,-0.038689047
11 1   11 1 ,0.728317203
11 1   11 11,-1.631155937
11 1   111  ,-0.038689047
11 1   111 1,0.040725313
11 1   1111 ,-1.766649687
11 1   11111,-0.09036875
11 1  1     ,0.663420431
11 1  1    1,-0.956114155
11 1  1   1 ,-0.820620405
11 1  1   11,-0.122283109
11 1  1  1  ,-1.472118234
11 1  1  1 1,-0.174182797
11 1  1  11 ,-0.081557797
11 1  1  111,-0.95
11 1  1 1   ,-0.904875
11 1  1 1 1 ,-0.038689047
11 1  1 1 11,-0.816649687
11 1  1 11  ,-0.086189047
11 1  1 11 1,0.090725313
11 1  1 111 ,-1.766649687
11 1  1 1111,0.90963125
11 1  11    ,0
11 1  11   1,-0.038689047
11 1  11  1 ,-0.086189047
11 1  11  11,-2.581155937
11 1  11 1  ,-1.807375
11 1  11 1 1,-1.766649687
11 1  11 11 ,-0.728655937
11 1  11 111,-0.99286875
11 1  111   ,-0.174182797
11 1  111  1,-0.816649687
11 1  111 1 ,-1.766649687
11 1  111 11,0.85963125
11 1  1111  ,-1.766649687
11 1  1111 1,-0.99286875
11 1  11111 ,0.85963125
11 1  111111,-1.807375
11 1 1      ,0.652675026
11 1 1     1,-1.770620405
11 1 1    1 ,-0.779895093
11 1 1    11,-0.122283109
11 1 1   1  ,-1.641901343
11 1 1   1 1,-0.081557797
11 1 1   11 ,-0.081557797
11 1 1   111,-1.766649687
11 1 1  1   ,-1.770620405
11 1 1  1  1,0
11 1 1  1 1 ,-0.038689047
11 1 1  1 11,-1.766649687
11 1 1  11  ,-0.081557797
11 1 1  11 1,0.085850313
11 1 1  111 ,-1.766649687
11 1 1  1111,-0.13549375
11 1 1 1    ,-1.770620405
11 1 1 1   1,-0.122283109
11 1 1 1  1 ,-0.174182797
11 1 1 1  11,-1.766649687
11 1 1 1 1  ,-0.081557797
11 1 1 1 1 1,0.085850313
11 1 1 1 11 ,-0.909274687
11 1 1 1 111,-0.99286875
11 1 1 11   ,0.728317203
11 1 1 11  1,-2.581155937
11 1 1 11 1 ,-0.766649687
11 1 1 11 11,-0.99286875
11 1 1 111  ,-1.766649687
11 1 1 111 1,-0.09036875
11 1 1 1111 ,-0.99286875
11 1 1 11111,-0.807375
11 1 11     ,-0.827395093
11 1 11    1,-0.086189047
11 1 11   1 ,0
11 1 11   11,-0.95
11 1 11  1  ,1.502098141
11 1 11  1 1,-1.766649687
11 1 11  11 ,-1.766649687
11 1 11  111,-0.09036875
11 1 11 1   ,-0.0475
11 1 11 1  1,-0.95
11 1 11 1 1 ,-1.723780938
11 1 11 1 11,-0.99286875
11 1 11 11  ,-1.678655937
11 1 11 11 1,-0.09036875
11 1 11 111 ,-0.13549375
11 1 11 1111,-1.807375
11 1 111    ,0.863810953
11 1 111   1,-1.766649687
11 1 111  1 ,-0.816649687
11 1 111  11,-0.04286875
11 1 111 1  ,-2.581155937
11 1 111 1 1,-0.99286875
11 1 111 11 ,-0.99286875
11 1 111 111,-0.904875
11 1 1111   ,-1.766649687
11 1 1111  1,0.85963125
11 1 1111 1 ,-0.09036875
11 1 1111 11,-1.807375
11 1 11111  ,-0.09036875
11 1 11111 1,0.095125
11 1 111111 ,-0.904875
11 1 1111111,-0.0475
11 11       ,-0.073605912
11 11      1,-0.956114155
11 11     1 ,0.077479907
11 11     11,-0.122283109
11 11    1  ,-0.872520093
11 11    1 1,-0.129057797
11 11    11 ,-0.95
11 11    111,0.040725313
11 11   1   ,-1.641901343
11 11   1 1 ,-0.081557797
11 11   1 11,0.085850313
11 11   11  ,-0.038689047
11 11   11 1,-2.581155937
11 11   111 ,-0.909274687
11 11   1111,-0.99286875
11 11  1    ,-1.514986984
11 11  1   1,0.863810953
11 11  1  1 ,-0.95
11 11  1  11,-1.766649687
11 11  1 1  ,-0.081557797
11 11  1 1 1,-1.723780938
11 11  1 11 ,0.040725313
11 11  1 111,-0.09036875
11 11  11   ,-0.038689047
11 11  11  1,-1.631155937
11 11  11 1 ,-1.766649687
11 11  11 11,-0.09036875
11 11  111  ,-1.631155937
11 11  111 1,-0.99286875
11 11  1111 ,-0.04286875
11 11  11111,-0.904875
11 11 1     ,-1.514986984
11 11 1    1,0.825817203
11 11 1   1 ,-0.95
11 11 1   11,-0.773780937
11 11 1  1  ,0.103935953
11 11 1  1 1,-1.766649687
11 11 1  11 ,-0.95
11 11 1  111,-0.13549375
11 11 1 1   ,0
11 11 1 1  1,-1.678655937
11 11 1 1 1 ,-1.678655937
11 11 1 1 11,-0.99286875
11 11 1 11  ,-1.766649687
11 11 1 11 1,0.90963125
11 11 1 111 ,1.85963125
11 11 1 1111,-1.807375
11 11 11    ,-0.95
11 11 11   1,-1.766649687
11 11 11  1 ,-0.816649687
11 11 11  11,1.85963125
11 11 11 1  ,-0.816649687
11 11 11 1 1,-0.99286875
11 11 11 11 ,-0.99286875
11 11 11 111,0.095125
11 11 111   ,0.183350313
11 11 111  1,-0.09036875
11 11 111 1 ,-0.09036875
11 11 111 11,-1.807375
11 11 1111  ,-0.99286875
11 11 1111 1,-0.904875
11 11 11111 ,-1.807375
11 11 111111,0.9525
11 111      ,-0.95
11 111     1,-0.038689047
11 111    1 ,-0.988689047
11 111    11,-1.631155937
11 111   1  ,-0.081557797
11 111   1 1,-0.816649687
11 111   11 ,-0.816649687
11 111   111,-0.99286875
11 111  1  1,-1.766649687
11 111  1 1 ,-1.678655937
11 111  1 11,0.76700625
11 111  11  ,-1.766649687
11 111  11 1,1.71700625
11 111  111 ,-0.13549375
11 111  1111,-1.807375
11 111 1    ,-0.129057797
11 111 1   1,-1.766649687
11 111 1  1 ,-1.678655937
11 111 1  11,-0.13549375
11 111 1 1  ,-1.678655937
11 111 1 1 1,-0.99286875
11 111 1 11 ,-0.09036875
11 111 1 111,-1.807375
11 111 11   ,-1.766649687
11 111 11  1,-0.09036875
11 111 11 1 ,0.76700625
11 111 11 11,0.095125
11 111 111  ,-0.09036875
11 111 111 1,-1.807375
11 111 1111 ,-1.807375
11 111 11111,-0.0475
11 1111     ,0.644723141
11 1111    1,-1.766649687
11 1111   1 ,-1.766649687
11 1111   11,-0.99286875
11 1111  1  ,-1.766649687
11 1111  1 1,2.71700625
11 1111  11 ,-0.09036875
11 1111  111,0.095125
11 1111 1   ,0.135850313
11 1111 1  1,0.85963125
11 1111 1 1 ,0.85963125
11 1111 1 11,-1.807375
11 1111 11  ,0.85963125
11 1111 11 1,-1.807375
11 1111 111 ,-1.807375
11 1111 1111,-0.0475
11 11111    ,-1.766649687
11 11111   1,0.85963125
11 11111  1 ,0.90963125
11 11111  11,-1.807375
11 11111 1  ,0.00713125
11 11111 1 1,-1.807375
11 11111 11 ,-0.904875
11 11111 111,-0.0475
11 111111   ,0.85963125
11 111111  1,-0.904875
11 111111 1 ,-0.904875
11 111111 11,0.9525
11 1111111  ,-1.807375
11 1111111 1,-0.0475
11 11111111 ,-0.0475
11 111111111,-0.95
111,-0.665166275
111        1,-0.034916865
111       1 ,-0.034916865
111       11,-0.657611984
111      1  ,0.700175026
111      1 1,-0.737026343
111      11 ,-0.820620405
111      111,-0.081557797
111     1   ,-0.073605912
111     1  1,-0.737026343
111     1 1 ,-0.691901343
111     1 11,-0.081557797
111     11  ,-0.737026343
111     11 1,-0.174182797
111     111 ,-0.122283109
111     1111,0.085850313
111    1    ,0.700175026
111    1   1,-0.820620405
111    1  1 ,-1.472118234
111    1  11,-0.038689047
111    1 1  ,-0.737026343
111    1 1 1,0.735091891
111    1 11 ,-0.896064047
111    1 111,-0.816649687
111    11   ,-0.820620405
111    11  1,-0.038689047
111    11 1 ,-0.129057797
111    11 11,-0.816649687
111    111  ,-0.122283109
111    111 1,-0.864149687
111    1111 ,-0.857375
111    11111,0.76700625
111   1     ,-0.034916865
111   1    1,-0.779895093
111   1   1 ,-0.820620405
111   1   11,-0.081557797
111   1  1  ,-0.737026343
111   1  1 1,-0.174182797
111   1  11 ,-0.081557797
111   1  111,-0.816649687
111   1 1   ,-0.657611984
111   1 1  1,-0.081557797
111   1 1 1 ,-0.081557797
111   1 1 11,-0.816649687
111   1 11  ,-0.081557797
111   1 11 1,1.085850313
111   1 111 ,-0.816649687
111   1 1111,-0.99286875
111   11    ,-1.555712296
111   11   1,-0.038689047
111   11  1 ,-0.081557797
111   11  11,-0.816649687
111   11 1  ,-0.081557797
111   11 1 1,-1.766649688
111   11 11 ,0.085850313
111   11 111,-0.99286875
111   111   ,-0.081557797
111   111  1,-0.909274687
111   111 1 ,-1.678655937
111   111 11,-0.99286875
111   1111  ,-0.816649688
111   1111 1,-0.99286875
111   11111 ,-0.99286875
111   111111,-0.807375
111  1      ,0.624731384
111  1     1,-0.95
111  1    1 ,-0.95
111  1    11,-0.122283109
111  1   1  ,-0.95
111  1   1 1,-0.081557797
111  1   11 ,1.549598141
111  1   111,-1.766649687
111  1  1   ,-0.737026343
111  1  1  1,0.775817203
111  1  1 1 ,-0.086189047
111  1  1 11,-1.631155937
111  1  11  ,0.692223141
111  1  11 1,-0.864149687
111  1  111 ,-0.816649687
111  1  1111,-0.99286875
111  1 1    ,-1.594401343
111  1 1   1,-0.081557797
111  1 1  1 ,-0.174182797
111  1 1  11,-0.864149687
111  1 1 1  ,1.549598141
111  1 1 1 1,-0.728655937
111  1 1 11 ,-1.766649687
111  1 1 111,1.71700625
111  1 11   ,-0.038689047
111  1 11  1,-2.581155937
111  1 11 1 ,-0.678655937
111  1 11 11,-0.04286875
111  1 111  ,-1.678655937
111  1 111 1,-0.09036875
111  1 1111 ,1.71700625
111  1 11111,-1.807375
111  11     ,-0.827395093
111  11    1,-0.038689047
111  11   1 ,0.775817203
111  11   11,-1.766649687
111  11  1  ,-0.169783109
111  11  1 1,-0.816649687
111  11  11 ,-2.581155937
111  11  111,-0.09036875
111  11 1   ,0.775817203
111  11 1  1,-1.631155937
111  11 1 1 ,-1.766649687
111  11 1 11,-0.99286875
111  11 11  ,-0.816649687
111  11 11 1,-0.99286875
111  11 111 ,-0.09036875
111  11 1111,-1.807375
111  111    ,0.775817203
111  111   1,-1.766649687
111  111  1 ,-1.678655937
111  111  11,-0.04286875
111  111 1  ,-1.766649687
111  111 1 1,0.76700625
111  111 11 ,-0.99286875
111  111 111,-1.807375
111  1111   ,-1.766649687
111  1111  1,-0.04286875
111  1111 1 ,1.85963125
111  1111 11,-1.807375
111  11111  ,-0.99286875
111  11111 1,0.095125
111  111111 ,-0.904875
111  1111111,-0.0475
111 1       ,-0.034916865
111 1      1,0.036754595
111 1     1 ,-0.698337296
111 1     11,-0.081557797
111 1    1  ,-0.737026343
111 1    1 1,-0.081557797
111 1    11 ,-0.038689047
111 1    111,-0.816649687
111 1   1   ,0.036754595
111 1   1  1,-0.081557797
111 1   1 1 ,-0.896064047
111 1   1 11,0.085850313
111 1   11  ,-0.038689047
111 1   11 1,-1.766649687
111 1   111 ,-0.816649687
111 1   1111,-0.99286875
111 1  1    ,-1.472118234
111 1  1   1,-0.122283109
111 1  1  1 ,0.775817203
111 1  1  11,-1.631155937
111 1  1 1  ,0.006435953
111 1  1 1 1,-0.773780937
111 1  1 11 ,-1.631155937
111 1  1 111,0.85963125
111 1  11   ,-0.038689047
111 1  11  1,0.040725313
111 1  11 1 ,-1.631155937
111 1  11 11,-0.99286875
111 1  111  ,-1.631155937
111 1  111 1,-0.04286875
111 1  1111 ,0.85963125
111 1  11111,-1.807375
111 1 1     ,-0.741206046
111 1 1    1,0.692223141
111 1 1   1 ,-0.129057797
111 1 1   11,-1.631155937
111 1 1  1  ,0.735091891
111 1 1  1 1,-1.631155937
111 1 1  11 ,-1.631155937
111 1 1  111,-0.99286875
111 1 1 1   ,-0.081557797
111 1 1 1  1,-1.766649687
111 1 1 1 1 ,-0.816649687
111 1 1 1 11,-0.99286875
111 1 1 11  ,-1.766649687
111 1 1 11 1,-0.99286875
111 1 1 111 ,-0.09036875
111 1 1 1111,-0.904875
111 1 11    ,-0.129057797
111 1 11   1,-0.816649687
111 1 11  1 ,-1.631155937
111 1 11  11,0.85963125
111 1 11 1  ,-0.95
111 1 11 1 1,-0.09036875
111 1 11 11 ,-0.09036875
111 1 11 111,-1.807375
111 1 111   ,-0.864149687
111 1 111  1,-0.09036875
111 1 111 1 ,0.85963125
111 1 111 11,-0.904875
111 1 1111  ,-0.99286875
111 1 1111 1,-0.904875
111 1 11111 ,-0.904875
111 1 111111,0.9525
111 11      ,0.036754595
111 11     1,-0.081557797
111 11    1 ,-0.129057797
111 11    11,0.040725313
111 11   1  ,-0.038689047
111 11   1 1,-0.816649687
